Codigo_interno,Codigo,Desc Concatenada,cantidad,deposito,pasillo,columna,estante,precio_cpa,precio_vta
2905,,Reten Lz (6925) 19mm x 31.7mm x 6mm NBR - (SAV),0,D0,P12,B,6,0,0
2906,,Reten Lx (6926) 87mm x 100mm x 5mm ACM - (SAV),0,D0,P12,B,6,0,0
2907,,Reten Mw (6927) 38mm x 50mm x 14mm NBR - (SAV),0,D0,P12,B,6,0,0
2908,,Reten Ms (6928) 28mm x 46.8mm x 5.8mm NBR - (SAV),0,D0,P12,B,6,0,0
2909,,Reten Lz (6929) 24mm x 36mm x 7mm NBR - (SAV),0,D0,P12,B,6,0,0
2910,,Reten Mz (6930) 24mm x 37mm x 15.0/19.50mm NBR - (SAV),0,D0,P12,A,6,0,0
2911,,Reten Lx (6931) 92mm x 108mm x 9.8mm ACM - (SAV),0,D0,P12,A,6,0,0
2912,,Reten Lx (6932) 35mm x 62mm x 9.50/10.50mm NBR - (SAV),0,D0,P12,A,6,0,0
2913,,Reten Lx (6933) 80mm x 100mm x 13mm ACM - (SAV),0,D0,P12,A,6,0,0
2914,,Reten Lz (6934) 12.7mm x 25.4mm x 6.5mm NBR - (SAV),0,D0,P12,A,6,0,0
2915,,Reten Mx (6935) 43mm x 62mm x 12mm MVQ - (SAV),0,D0,P12,A,6,0,0
2916,,Reten Lx (6936) 79mm x 95.25mm x 11.11mm ACM - (SAV),0,D0,P12,A,6,0,0
2917,,Reten Lw (6937) - x 24mm x 5.00/13.5mm NBR - (SAV),0,D0,P12,A,6,0,0
2918,,Reten Lx (6938) 50mm x 80mm x 13mm NBR - (SAV),0,D0,P12,A,6,0,0
2919,,Reten Lz (6939) 80mm x 100mm x 7mm NBR - (SAV),0,D0,P12,A,6,0,0
2920,,Reten Lx (6940) 130mm x 160mm x 15mm MVQ - (SAV),0,D0,P12,A,6,0,0
2921,,Reten Lx (6941) 47.7mm x 73.1mm x 12.7mm NBR - (SAV),0,D0,P12,A,6,0,0
2922,,Reten Lx (6942) 43mm x 60mm x 7mm MVQ - (SAV),0,D0,P12,A,6,0,0
2923,,Reten Lz (6943) 16mm x 35mm x 12mm NBR - (SAV),0,D0,P12,A,6,0,0
2924,,Reten Lx (6944) 40mm x 52mm x 9mm NBR - (SAV),0,D0,P12,A,6,0,0
2925,,Reten Lz (6946) 50mm x 68mm x 8mm NBR - (SAV),0,D0,P12,A,6,0,0
2926,,Reten Lx (6948) 45mm x 60mm x 7mm NBR - (SAV),0,D0,P12,A,6,0,0
2927,,Reten Lz (6949) 50.8mm x 65.04mm x 9mm NBR - (SAV),0,D0,P12,A,6,0,0
2928,,Reten Lz (6950) 28mm x 55.6mm x 10mm NBR - (SAV),0,D0,P12,A,6,0,0
2929,,Reten Mt (6951) 26mm x 31mm x 3mm NBR - (SAV),0,D0,P12,A,6,0,0
2930,,Reten Lz (6952) 33mm x 50mm x 6mm NBR - (SAV),0,D0,P12,A,6,0,0
2931,,Reten Mz (6953) 33mm x 50mm x 8mm NBR - (SAV),0,D0,P12,A,6,0,0
2932,,Reten Mz (6954) 55mm x 75mm x 8mm NBR - (SAV),0,D0,P12,A,6,0,0
2933,,Reten Mz (6955) 85mm x 105mm x 10mm NBR - (SAV),0,D0,P12,A,6,0,0
2934,,Reten Lx (6957) 17mm x 28.56mm x 6mm MVQ - (SAV),0,D0,P12,A,6,0,0
2935,,Reten Mx (6958) 120mm x 140mm x 13mm NBR/MVQ - (SAV),0,D0,P12,A,6,0,0
2936,,Reten Mx (6959) 132mm x 152mm x 13mm MVQ - (SAV),0,D0,P12,A,6,0,0
2937,,Reten Lx (6960) 44mm x 76.25mm x 12.7mm MVQ - (SAV),0,D0,P12,A,6,0,0
2938,,Reten Lx (6961) 45mm x 60mm x 10mm NBR/ACM - (SAV),0,D0,P12,A,6,0,0
2939,,Reten Mz (6962) 39.42mm x 80.27mm x 14mm NBR - (SAV),0,D0,P12,A,6,0,0
2940,,Reten Mz (6963) 38.1mm x 60.3mm x 12.7mm NBR - (SAV),0,D0,P12,A,7,0,0
2941,,Reten Kw (6964) 63mm x 90mm x 7mm NBR - (SAV),0,D0,P12,A,7,0,0
2942,,Reten Lx (6965) 22mm x 35mm x 6mm NBR - (SAV),0,D0,P12,A,7,0,0
2943,,Reten Lx (6966) 30mm x 55mm x 12mm NBR - (SAV),0,D0,P12,A,7,0,0
2944,,Reten Lx (6967) 32mm x 48mm x 7mm NBR/ACM - (SAV),0,D0,P12,A,7,0,0
2945,,Reten Lx (6968) 32mm x 52mm x 11mm NBR - (SAV),0,D0,P12,A,7,0,0
2946,,Reten Lz (6969) 34.93mm x 47.62mm x 9.52mm NBR - (SAV),0,D0,P12,A,7,0,0
2947,,Reten Lx (6970) 38.5mm x 58mm x 11mm NBR - (SAV),0,D0,P12,A,7,0,0
2948,,Reten Mx (6971) 41mm x 53mm x 7mm NBR - (SAV),0,D0,P12,A,7,0,0
2949,,Reten Mx (6972) 48mm x 62mm x 7mm NBR - (SAV),0,D0,P12,A,7,0,0
2950,,Reten Lx (6973) 58mm x 74mm x 10mm NBR/MVQ - (SAV),0,D0,P12,A,7,0,0
2951,,Reten Lt (6974) 27mm x 33.85mm x 4mm NBR - (SAV),0,D0,P12,A,7,0,0
2952,,Reten Mt (6975) 27mm x 33.5mm x 3mm NBR - (SAV),0,D0,P12,A,7,0,0
2953,,Reten Lx (6976) 70mm x 100mm x 12mm NBR - (SAV),0,D0,P12,A,7,0,0
2954,,Reten Lx (6977) 75mm x 90mm x 10mm NBR - (SAV),0,D0,P12,A,7,0,0
2955,,Reten Lx (6978) 75mm x 100mm x 13mm MVQ - (SAV),0,D0,P12,A,7,0,0
2956,,Reten Lz (6979) 115mm x 140mm x 16mm MVQ - (SAV),0,D0,P12,A,7,0,0
2957,,Reten 6980 SAV,0,D0,P12,A,7,0,0
2958,,Reten Mz (6981) 15mm x 35mm x 7mm NBR - (SAV),0,D0,P12,A,7,0,0
2959,,Reten Mx (6982) 143.4mm x 170mm x 13mm MVQ - (SAV),0,D0,P12,A,7,0,0
2960,,Reten Lz (6983) 32mm x 50mm x 10mm NBR/MVQ - (SAV),0,D0,P12,A,7,0,0
2961,,Reten Lz (6984) 28mm x 45mm x 8mm NBR/MVQ - (SAV),0,D0,P12,A,7,0,0
2962,,Reten Lz (6986) 90mm x 110mm x 10mm NBR/MVQ - (SAV),0,D0,P12,A,7,0,0
2963,,Reten Mz (6987) 28.5mm x 41.3mm x 6.2mm NBR - (SAV),0,D0,P12,A,7,0,0
2964,,Reten Mx (6988) 66.68mm x 115.88mm x 22.22mm NBR - (SAV),0,D0,P12,A,7,0,0
2965,,Reten Lz (6989) 50.8mm x 69.85mm x 9.53mm NBR - (SAV),0,D0,P12,A,7,0,0
2966,,Reten Ms (6990) 36mm x 46.15mm x 9.00/5.00mm NBR - (SAV),0,D0,P12,A,7,0,0
2967,,Reten Lx (6991) 53.97mm x 73.02mm x 12.70/14.00mm NBR - (SAV),0,D0,P12,A,7,0,0
2968,,Reten Lw (6992) 26mm x 42mm x 8.00/17.00mm NBR - (SAV),0,D0,P12,A,7,0,0
2969,,Reten Mx (6993) 17mm x 28mm x 7mm NBR - (SAV),0,D0,P12,A,7,0,0
2970,,Reten Mz (6994) 38.1mm x 47.63mm x 6.35mm NBR - (SAV),0,D0,P12,A,7,0,0
2971,,Reten Lx (6995) 69.85mm x 95.5mm x 19.05mm NBR - (SAV),0,D0,P12,B,7,0,0
2972,,Reten Kz (6996) 60mm x 95mm x 13mm NBR - (SAV),0,D0,P12,B,7,0,0
2973,,Reten Lx (6997) 69.85mm x 111.02mm x 19.05mm NBR - (SAV),0,D0,P12,B,7,0,0
2974,,Reten Mw (6998) 145mm x 170mm x 15.00/20.00mm NBR - (SAV),0,D0,P12,B,7,0,0
2975,,Reten Lx (7000) 28.5mm x 43mm x 9mm NBR - (SAV),0,D0,P12,B,7,0,0
2976,,Reten Lz (7001) 20mm x 30mm x 5.00/6.50mm MVQ - (SAV),0,D0,P12,B,7,0,0
2977,,Reten Lw (7002) 24mm x 35.5mm x 5mm NBR - (SAV),0,D0,P12,B,7,0,0
2978,,Reten Lw (7003) 55mm x 80mm x 13.00/18.00mm NBR - (SAV),0,D0,P12,B,7,0,0
2979,,Reten Lz (7004) 50mm x 79.8mm x 10mm NBR - (SAV),0,D0,P12,B,7,0,0
2980,,Reten Lz (7005) 40mm x 71.8mm x 11.5mm NBR - (SAV),0,D0,P12,B,7,0,0
2981,,Reten Lz (7006) 40mm x 79.8mm x 12mm NBR - (SAV),0,D0,P12,B,7,0,0
2982,,Reten Lw (7007) 60mm x 90mm x 12.50/17.50mm NBR - (SAV),0,D0,P12,B,7,0,0
2983,,Reten Lx (7008) 30mm x 42mm x 6mm NBR - (SAV),0,D0,P12,B,7,0,0
2984,,Reten Lx (7009) 40mm x 62mm x 6mm NBR - (SAV),0,D0,P12,B,7,0,0
2985,,Reten Lx (7010) 50mm x 72mm x 8mm NBR - (SAV),0,D0,P12,B,7,0,0
2986,,Reten Lx (7011) 80mm x 100mm x 7mm NBR - (SAV),0,D0,P12,B,7,0,0
2987,,Reten Lx (7012) 50mm x 68mm x 10mm NBR - (SAV),0,D0,P12,B,7,0,0
2988,,Reten Lx (7013) 60mm x 75mm x 10mm NBR - (SAV),0,D0,P12,B,7,0,0
2989,,Reten Lx (7014) 90mm x 110mm x 13mm NBR - (SAV),0,D0,P12,B,7,0,0
2990,,Reten Lx (7016) 40mm x 55mm x 6mm NBR - (SAV),0,D0,P12,B,7,0,0
2991,,Reten Kx (7017) 25mm x 40mm x 15mm NBR - (SAV),0,D0,P12,B,7,0,0
2992,,Reten Lx (7018) 18mm x 35mm x 6.00/8.00mm NBR - (SAV),0,D0,P12,B,7,0,0
2993,,Reten Lx (7019) 12.7mm x 28.55mm x 6.35mm NBR - (SAV),0,D0,P12,B,7,0,0
2994,,Reten G (7020) 4.55mm x 14.5mm x 7mm NBR - (SAV),0,D0,P12,B,7,0,0
2995,,Reten G (7021) 32mm x 62mm x 8mm NBR - (SAV),0,D0,P12,B,7,0,0
2996,,Reten Lx (7022) 24.5mm x 47mm x 7.00/12.00mm NBR - (SAV),0,D0,P12,B,7,0,0
2997,,Reten Lx (7023) 24mm x 35.5mm x 9.00/10.50mm NBR - (SAV),0,D0,P12,B,7,0,0
2998,,Reten Lx (7024) 76mm x 101.68mm x 12.7mm NBR - (SAV),0,D0,P12,B,7,0,0
2999,,Reten Lx (7025) 66mm x 92mm x 12.7mm NBR - (SAV),0,D0,P12,B,7,0,0
3000,,Reten Lx (7026) 17mm x 28mm x 5.00/6.50mm NBR - (SAV),0,D0,P12,B,7,0,0
3001,,Reten Lx (7027) 36mm x 54mm x 8.00/11.00mm NBR - (SAV),0,D0,P12,C,7,0,0
3002,,Reten Lx (7028) 55mm x 84.5mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3003,,Reten Kx (7029) 99mm x 171.8mm x 20mm NBR - (SAV),0,D0,P12,C,7,0,0
3004,,Reten Lz (7030) 151.2mm x 174.8mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3005,,Reten Mz (7032) 35mm x 55mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3006,,Reten Lx (7033) 45mm x 68mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3007,,Reten Lx (7034) 48mm x 70mm x 12mm NBR/MVQ - (SAV),0,D0,P12,C,7,0,0
3008,,Reten Lz (7035) 18mm x 30mm x 7mm NBR - (SAV),0,D0,P12,C,7,0,0
3009,,Reten Lz (7036) 19mm x 30mm x 8.5mm NBR - (SAV),0,D0,P12,C,7,0,0
3010,,Reten Lz (7037) 47.62mm x 70.68mm x 13.49mm NBR - (SAV),0,D0,P12,C,7,0,0
3011,,Reten Lz (7039) 95mm x 115mm x 13mm NBR - (SAV),0,D0,P12,C,7,0,0
3012,,Reten Lx (7040) 39mm x 74mm x 11mm NBR/MVQ - (SAV),0,D0,P12,C,7,0,0
3013,,Reten Mz (7041) 55mm x 78mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3014,,Reten Lx (7042) 48mm x 70mm x 9mm NBR - (SAV),0,D0,P12,C,7,0,0
3015,,Reten Lz (7043) 45mm x 58mm x 7mm NBR - (SAV),0,D0,P12,C,7,0,0
3016,,Reten Lx (7044) 40mm x 75.3mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3017,,Reten Lx (7045) 80mm x 105mm x 13mm NBR/MVQ - (SAV),0,D0,P12,C,7,0,0
3018,,Reten Lx (7046) 70mm x 88mm x 12mm NBR - (SAV),0,D0,P12,C,7,0,0
3019,,Reten Mx (7047) 42mm x 53mm x 8mm NBR - (SAV),0,D0,P12,C,7,0,0
3020,,Reten Lz (7049) 36mm x 52.5mm x 11.5mm NBR - (SAV),0,D0,P12,C,7,0,0
3021,,Reten Kx (7950) 19mm x 31.7mm x 6.4mm NBR - (SAV),0,D0,P12,C,7,0,0
3022,,Reten Lz (7052) 66mm x 85mm x 10mm MVQ - (SAV),0,D0,P12,C,7,0,0
3023,,Reten Lx (7053) 31mm x 45mm x 8mm ACM - (SAV),0,D0,P12,C,7,0,0
3024,,Reten Lz (7054) 55mm x 72mm x 10mm MVQ - (SAV),0,D0,P12,C,7,0,0
3025,,Reten Lz (7055) 60.32mm x 85.9mm x 12.7mm NBR - (SAV),0,D0,P12,C,7,0,0
3026,,Reten Lz (7056) 28.57mm x 38.12mm x 6.35mm NBR - (SAV),0,D0,P12,C,7,0,0
3027,,Reten Lx (7057) 42mm x 56mm x 7mm ACM - (SAV),0,D0,P12,C,7,0,0
3028,,Reten Mx (7058) 50mm x 70mm x 9mm MVQ - (SAV),0,D0,P12,C,7,0,0
3029,,Reten Mx (7059) 52mm x 65mm x 9mm NBR - (SAV),0,D0,P12,C,7,0,0
3030,,Reten Lx (7060) 45mm x 64mm x 9mm NBR - (SAV),0,D0,P12,C,7,0,0
3031,,Reten Lx (7061) 15mm x 24mm x 7mm NBR - (SAV),0,D0,P12,C,7,0,0
3032,,Reten Lx (7062) 44.5mm x 62mm x 10mm NBR - (SAV),0,D0,P12,C,8,0,0
3033,,Reten Lx (7063) 25mm x 38mm x 7mm NBR - (SAV),0,D0,P12,C,8,0,0
3034,,Reten Mz (7064) 59mm x 79.36mm x 9.52mm NBR - (SAV),0,D0,P12,C,8,0,0
3035,,Reten Mz (7065) 25mm x 45mm x 10mm MVQ - (SAV),0,D0,P12,C,8,0,0
3036,,Reten Lx (7066) 22.2mm x 40mm x 12.00/16.00mm MVQ - (SAV),0,D0,P12,C,8,0,0
3037,,Reten Lx (7067) 30mm x 46mm x 8mm NBR - (SAV),0,D0,P12,C,8,0,0
3038,,Reten Lz (7068) 45mm x 62mm x 10mm NBR - (SAV),0,D0,P12,C,8,0,0
3039,,Reten Lz (7069) 20mm x 35mm x 7.00/10.60mm NBR - (SAV),0,D0,P12,C,8,0,0
3040,,Reten Lx (7071) 80mm x 96mm x 7.5mm FPM - (SAV),0,D0,P12,C,8,0,0
3041,,Reten Mx (7072) 76.2mm x 101.8mm x 11mm MVQ - (SAV),0,D0,P12,C,8,0,0
3042,,Reten Lz (7074) 17mm x 28mm x 6mm NBR - (SAV),0,D0,P12,C,8,0,0
3043,,Reten Lz (7075) 18mm x 35mm x 6mm NBR - (SAV),0,D0,P12,C,8,0,0
3044,,Reten Lz (7076) 28mm x 40mm x 7mm FPM - (SAV),0,D0,P12,C,8,0,0
3045,,Reten Lz (7077) 15.87mm x 28.55mm x 9.52mm FPM - (SAV),0,D0,P12,C,8,0,0
3046,,Reten Lz (7078) 20mm x 30mm x 7mm FPM - (SAV),0,D0,P12,C,8,0,0
3047,,Reten Lr (7079) 17mm x 40mm x 7.00/12.00mm NBR - (SAV),0,D0,P12,C,8,0,0
3048,,Reten Mx (7080) 50mm x 68mm x 9mm NBR - (SAV),0,D0,P12,C,8,0,0
3049,,Reten Ms (7081) 60mm x 70mm x 9.1mm NBR - (SAV),0,D0,P12,C,8,0,0
3050,,Reten Lz (7083) 38mm x 58.5mm x 4.00/7.00mm NBR - (SAV),0,D0,P12,C,8,0,0
3051,,Reten Lx (7084) 82mm x 105mm x 12mm NBR/ACM - (SAV),0,D0,P12,C,8,0,0
3052,,Reten Mx (7087) 19mm x 33.3mm x 7.8mm NBR - (SAV),0,D0,P12,C,8,0,0
3053,,Reten Lx (7088) 90mm x 120mm x 13mm NBR - (SAV),0,D0,P12,C,8,0,0
3054,,Reten Lx (7090) 85.7mm x 102.62mm x 9.73mm ACM - (SAV),0,D0,P12,C,8,0,0
3055,,Reten Lw (7091) 56mm x 85mm x 10.00/11.00mm NBR - (SAV),0,D0,P12,C,8,0,0
3056,,Reten Lw (7092) 50mm x 82mm x 10.00/11.00mm NBR - (SAV),0,D0,P12,C,8,0,0
3057,,Reten Lz (7093) 53mm x 68mm x 10mm NBR - (SAV),0,D0,P12,C,8,0,0
3058,,Reten 7094 SAV,0,D0,P12,C,8,0,0
3059,,Reten Lx (7096) 27.95mm x 56mm x 10mm NBR - (SAV),0,D0,P12,C,8,0,0
3060,,Reten Kw (7097) 25mm x 40mm x 16mm NBR - (SAV),0,D0,P12,C,8,0,0
3061,,Reten Kw (7098) 30mm x 63mm x 16mm NBR - (SAV),0,D0,P12,B,8,0,0
3062,,Reten Kw (7100) 49mm x 65mm x 16mm NBR - (SAV),0,D0,P12,B,8,0,0
3063,,Reten Lz (7102) 45mm x 65mm x 10mm FPM - (SAV),0,D0,P12,B,8,0,0
3064,,Reten Mt (7105) 40mm x 50mm x 4mm NBR - (SAV),0,D0,P12,B,8,0,0
3065,,Reten Lz (7106) 10mm x 19mm x 6.5mm NBR - (SAV),0,D0,P12,B,8,0,0
3066,,Reten Lz (7107) 14mm x 32mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3067,,Reten Lw (7109) 22mm x 35.8mm x 2.50/10.00mm NBR - (SAV),0,D0,P12,B,8,0,0
3068,,Reten Mx (7110) 32mm x 52mm x 10mm NBR - (SAV),0,D0,P12,B,8,0,0
3069,,Reten Lz (7113) 28mm x 45mm x 10.00/14.00mm NBR - (SAV),0,D0,P12,B,8,0,0
3070,,Reten Mx (7116) 25mm x 47mm x 15mm NBR - (SAV),0,D0,P12,B,8,0,0
3071,,Reten Mx (7118) 70mm x 85mm x 8mm ACM - (SAV),0,D0,P12,B,8,0,0
3072,,Reten Lx (7119) 14mm x 24mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3073,,Reten Lw (7120) 15mm x 28mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3074,,Reten Lx (7124) 30mm x 40mm x 7mm ACM - (SAV),0,D0,P12,B,8,0,0
3075,,Reten Mx (7125) 23mm x 35mm x 8.5mm NBR - (SAV),0,D0,P12,B,8,0,0
3076,,Reten Kz (7126) 50mm x 82.15mm x 10.00/25.00mm NBR - (SAV),0,D0,P12,B,8,0,0
3077,,Reten Lx (7128) 28mm x 47mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3078,,Reten Lx (7129) 26.4mm x 40mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3079,,Reten Lw (7130) 24mm x 37mm x 5.30/7.00mm NBR - (SAV),0,D0,P12,B,8,0,0
3080,,Reten Lx (7131) 170mm x 200mm x 15mm NBR - (SAV),0,D0,P12,B,8,0,0
3081,,Reten Lx (7132) 100mm x 135mm x 12mm NBR - (SAV),0,D0,P12,B,8,0,0
3082,,Reten Lw (7134) 14mm x 32.6mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3083,,Reten Mx (7135) 19mm x 29.00/51.00mm x 8.3mm NBR - (SAV),0,D0,P12,B,8,0,0
3084,,Reten Mz (7136) 16mm x 29.00/51.00mm x 7.76mm NBR - (SAV),0,D0,P12,B,8,0,0
3085,,Reten Lz (7137) 18mm x 35mm x 10mm NBR - (SAV),0,D0,P12,B,8,0,0
3086,,Reten Ms (7138) 50.78mm x 65.1mm x 7mm NBR - (SAV),0,D0,P12,B,8,0,0
3087,,Reten Lx (7139) 17mm x 30mm x 6.00/6.50mm NBR - (SAV),0,D0,P12,B,8,0,0
3088,,Reten Lz (7140) 15mm x 24mm x 5mm NBR - (SAV),0,D0,P12,A,8,0,0
3089,,Reten Lx (7141) 17mm x 35mm x 7.00/7.50mm NBR - (SAV),0,D0,P12,A,8,0,0
3090,,Reten Lx (7142) 40mm x 68mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3091,,Reten Lx (7143) 45mm x 68mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3092,,Reten Lx (7144) 50mm x 85mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3093,,Reten Lx (7145) 52mm x 85mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3094,,Reten Lx (7146) 55mm x 85mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3095,,Reten Lx (7147) 65mm x 95mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3096,,Reten Lx (7148) 85mm x 110mm x 12mm NBR - (SAV),0,D0,P12,A,8,0,0
3097,,Reten Lx (7149) 190mm x 220mm x 14mm NBR - (SAV),0,D0,P12,A,8,0,0
3098,,Reten Lx (7150) 75mm x 100mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3099,,Reten Ms (7151) 55mm x 68mm x 5.00/11.00mm NBR - (SAV),0,D0,P12,A,8,0,0
3100,,Reten Lx (7152) 26mm x 33mm x 7mm NBR - (SAV),0,D0,P12,A,8,0,0
3101,,Reten Lx (7154) 55mm x 100mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3102,,Reten Mx (7155) 19mm x 35.00/60.50mm x 11mm NBR - (SAV),0,D0,P12,A,8,0,0
3103,,Reten Lx (7156) 59.5mm x 80.5mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3104,,Reten Lx (7157) 54.5mm x 81mm x 11mm NBR - (SAV),0,D0,P12,A,8,0,0
3105,,Reten Lw (7158) 111.3mm x 162mm x 13.00/18.00mm NBR - (SAV),0,D0,P12,A,8,0,0
3106,,Reten Mx (7159) 47.62mm x 80.01mm x 23.62mm NBR - (SAV),0,D0,P12,A,8,0,0
3107,,Reten Lx (7160) 22mm x 35mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3108,,Reten Lx (7161) 12mm x 20mm x 7mm NBR - (SAV),0,D0,P12,A,8,0,0
3109,,Reten Lx (7162) 135mm x 155mm x 15mm NBR - (SAV),0,D0,P12,A,8,0,0
3110,,Reten Lr (7163) 140mm x 165mm x 16mm NBR - (SAV),0,D0,P12,A,8,0,0
3111,,Reten G (7164) 38.2mm x 62mm x 3.30/8.40mm NBR - (SAV),0,D0,P12,A,8,0,0
3112,,Reten Mt (7165) 42.86mm x 59.13mm x 12.7mm NBR - (SAV),0,D0,P12,A,8,0,0
3113,,Reten Lx (7166) 165.1mm x 203.25mm x 25.4mm NBR - (SAV),0,D0,P12,A,8,0,0
3114,,Reten Lx (7167) 45mm x 80mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3115,,Reten Lx (7168) 98mm x 120mm x 10mm NBR - (SAV),0,D0,P12,A,8,0,0
3116,,Reten Lx (7169) 168mm x 198mm x 15mm NBR - (SAV),0,D0,P12,A,8,0,0
3117,,Reten Lx (7170) 180mm x 220mm x 13mm NBR - (SAV),0,D0,P12,A,8,0,0
3118,,Reten Lx (7171) 45mm x 70mm x 10mm NBR - (SAV),0,D0,P12,A,9,0,0
3119,,Reten Lr (7172) 125mm x 150mm x 14mm NBR - (SAV),0,D0,P12,A,9,0,0
3120,,Reten Mx (7173) 46mm x 65mm x 16mm NBR - (SAV),0,D0,P12,A,9,0,0
3121,,Reten Lx (7174) 127mm x 146mm x 11mm NBR - (SAV),0,D0,P12,A,9,0,0
3122,,Reten Mx (7175) 37mm x 52mm x 14.5mm NBR - (SAV),0,D0,P12,A,9,0,0
3123,,Reten Lx (7176) 46mm x 76mm x 12mm NBR - (SAV),0,D0,P12,A,9,0,0
3124,,Reten Lx (7177) 20mm x 40mm x 10mm NBR - (SAV),0,D0,P12,A,9,0,0
3125,,Reten Lz (7178) 85mm x 105mm x 13mm NBR - (SAV),0,D0,P12,A,9,0,0
3126,,Reten Ls (7179) 19mm x 33.06mm x 6.5mm NBR - (SAV),0,D0,P12,A,9,0,0
3127,,Reten Lz (7180) 22mm x 31mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3128,,Reten Lx (7181) 100mm x 130mm x 12mm NBR - (SAV),0,D0,P12,A,9,0,0
3129,,Reten Lx (7182) 90mm x 115mm x 13mm NBR - (SAV),0,D0,P12,A,9,0,0
3130,,Reten Lx (7183) 73mm x 95mm x 8mm NBR - (SAV),0,D0,P12,A,9,0,0
3131,,Reten Lx (7184) 60mm x 115mm x 10mm NBR - (SAV),0,D0,P12,A,9,0,0
3132,,Reten Kx (7185) 105mm x 130mm x 19mm NBR - (SAV),0,D0,P12,A,9,0,0
3133,,Reten Lx (7186) 70mm x 115mm x 10mm NBR - (SAV),0,D0,P12,A,9,0,0
3134,,Reten Lr (7187) 28mm x 56mm x 8mm NBR - (SAV),0,D0,P12,A,9,0,0
3135,,Reten Lx (7188) 22mm x 33mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3136,,Reten Lz (7189) 340mm x 380mm x 12mm NBR - (SAV),0,D0,P12,A,9,0,0
3137,,Reten Mw (7190) 61mm x 90mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3138,,Reten Lx (7191) 17mm x 30mm x 5mm NBR - (SAV),0,D0,P12,A,9,0,0
3139,,Reten Lx (7194) 10mm x 20mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3140,,Reten Lx (7195) 48mm x 80mm x 12mm NBR - (SAV),0,D0,P12,A,9,0,0
3141,,Reten Lx (7197) 14mm x 30mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3142,,Reten Lx (7198) 14mm x 28mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3143,,Reten Lx (7199) 15mm x 32mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3144,,Reten Lx (7200) 17mm x 32mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3145,,Reten Lx (7201) 18mm x 32mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3146,,Reten Lx (7203) 20mm x 32mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3147,,Reten Lx (7204) 20mm x 37mm x 7mm NBR - (SAV),0,D0,P12,A,9,0,0
3148,,Reten Lx (7205) 27mm x 35mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3149,,Reten Lx (7206) 30mm x 43mm x 8mm NBR - (SAV),0,D0,P12,B,9,0,0
3150,,Reten Lx (7207) 19mm x 30mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3151,,Reten Lx (7208) 25mm x 45mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3152,,Reten Lx (7209) 30mm x 50mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3153,,Reten Lx (7210) 35mm x 42mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3154,,Reten Lx (7211) 35mm x 45mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3155,,Reten Lx (7212) 35mm x 62mm x 7mm NBR - (SAV),0,D0,P12,B,9,0,0
3156,,Reten Lx (7213) 45mm x 75mm x 8mm NBR - (SAV),0,D0,P12,B,9,0,0
3157,,Reten Lx (7214) 50mm x 75mm x 10mm NBR - (SAV),0,D0,P12,B,9,0,0
3158,,Reten Lx (7215) 75mm x 110mm x 13mm NBR - (SAV),0,D0,P12,B,9,0,0
