Codigo_interno,Codigo,Desc Concatenada,cantidad,deposito,pasillo,columna,estante,precio_cpa,precio_vta
1,WBUCH0000001,"Bulon Cab Hexagonal 1/4"" x 1/2"" (20H - UNC) - G5 - Pasivado Dorado",500,D0,P01,C,1,0,0
2,WBUCH0000002,"Bulon Cab Hexagonal 1/4"" x 5/8"" (20H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,1,0,0
3,WBUCH0000003,"Bulon Cab Hexagonal 1/4"" x 3/4"" (20H - UNC) - G5 - Pasivado Dorado",600,D0,P01,C,1,0,0
4,WBUCH0000004,"Bulon Cab Hexagonal 1/4"" x 7/8"" (20H - UNC) - G5 - Pasivado Dorado",300,D0,P01,C,1,0,0
5,WBUCH0000005,"Bulon Cab Hexagonal 1/4"" x 1"" (20H - UNC) - G5 - Pasivado Dorado",250,D0,P01,C,1,0,0
6,WBUCH0000006,"Bulon Cab Hexagonal 1/4"" x 1 1/4"" (20H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,1,0,0
7,WBUCH0000007,"Bulon Cab Hexagonal 1/4"" x 1 1/2"" (20H - UNC) - G5 - Pasivado Dorado",600,D0,P01,C,1,0,0
8,WBUCH0000008,"Bulon Cab Hexagonal 1/4"" x 1 3/4"" (20H - UNC) - G5 - Pasivado Dorado",500,D0,P01,C,1,0,0
9,WBUCH0000009,"Bulon Cab Hexagonal 1/4"" x 2"" (20H - UNC) - G5 - Pasivado Dorado",600,D0,P01,C,1,0,0
10,WBUCH0000010,"Bulon Cab Hexagonal 1/4"" x 2 1/4"" (20H - UNC) - G5 - Pasivado Dorado",600,D0,P01,C,1,0,0
11,WBUCH0000011,"Bulon Cab Hexagonal 1/4"" x 2 1/2"" (20H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,1,0,0
12,WBUCH0000012,"Bulon Cab Hexagonal 1/4"" x 2 3/4"" (20H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,1,0,0
13,WBUCH0000013,"Bulon Cab Hexagonal 1/4"" x 3"" (20H - UNC) - G5 - Pasivado Dorado",400,D0,P01,B,1,0,0
14,WBUCH0000014,"Bulon Cab Hexagonal 1/4"" x 3 1/4"" (20H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,1,0,0
15,WBUCH0000015,"Bulon Cab Hexagonal 1/4"" x 3 1/2"" (20H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,1,0,0
16,WBUCH0000016,"Bulon Cab Hexagonal 1/4"" x 4"" (20H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,1,0,0
17,WBUCH0000017,"Bulon Cab Hexagonal 1/4"" x 4 1/2"" (20H - UNC) - G5 - Pasivado Dorado",250,D0,P01,B,1,0,0
18,WBUCH0000018,"Bulon Cab Hexagonal 1/4"" x 5"" (20H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,1,0,0
19,WBUCH0000019,"Bulon Cab Hexagonal 1/4"" x 5 1/2"" (20H - UNC) - G5 - Pasivado Dorado",27,D0,P01,B,1,0,0
20,WBUCH0000020,"Bulon Cab Hexagonal 1/4"" x 6"" (20H - UNC) - G5 - Pasivado Dorado",9,D0,P01,B,1,0,0
21,WBUCH0000021,"Bulon Cab Hexagonal 5/16"" x 1/2"" (18H - UNC) - G5 - Pasivado Dorado",600,D0,P01,A,1,0,0
22,WBUCH0000022,"Bulon Cab Hexagonal 5/16"" x 5/8"" (18H - UNC) - G5 - Pasivado Dorado",250,D0,P01,A,1,0,0
23,WBUCH0000023,"Bulon Cab Hexagonal 5/16"" x 3/4"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,A,1,0,0
24,WBUCH0000024,"Bulon Cab Hexagonal 5/16"" x 7/8"" (18H - UNC) - G5 - Pasivado Dorado",500,D0,P01,A,1,0,0
25,WBUCH0000025,"Bulon Cab Hexagonal 5/16"" x 1"" (18H - UNC) - G5 - Pasivado Dorado",300,D0,P01,A,1,0,0
26,WBUCH0000026,"Bulon Cab Hexagonal 5/16"" x 1 1/4"" (18H - UNC) - G5 - Pasivado Dorado",200,D0,P01,A,1,0,0
27,WBUCH0000027,"Bulon Cab Hexagonal 5/16"" x 1 1/2"" (18H - UNC) - G5 - Pasivado Dorado",20,D0,P01,A,1,0,0
28,WBUCH0000028,"Bulon Cab Hexagonal 5/16"" x 1 3/4"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,A,1,0,0
29,WBUCH0000029,"Bulon Cab Hexagonal 5/16"" x 2"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,A,1,0,0
30,WBUCH0000030,"Bulon Cab Hexagonal 5/16"" x 2 1/4"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,A,1,0,0
31,WBUCH0000031,"Bulon Cab Hexagonal 5/16"" x 2 1/2"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,2,0,0
32,WBUCH0000032,"Bulon Cab Hexagonal 5/16"" x 2 3/4"" (18H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,2,0,0
33,WBUCH0000033,"Bulon Cab Hexagonal 5/16"" x 3"" (18H - UNC) - G5 - Pasivado Dorado",300,D0,P01,B,2,0,0
34,WBUCH0000034,"Bulon Cab Hexagonal 5/16"" x 3 1/4"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,2,0,0
35,WBUCH0000035,"Bulon Cab Hexagonal 5/16"" x 3 1/2"" (18H - UNC) - G5 - Pasivado Dorado",150,D0,P01,B,2,0,0
36,WBUCH0000036,"Bulon Cab Hexagonal 5/16"" x 4"" (18H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,2,0,0
37,WBUCH0000037,"Bulon Cab Hexagonal 5/16"" x 4 1/2"" (18H - UNC) - G5 - Pasivado Dorado",400,D0,P01,B,2,0,0
38,WBUCH0000038,"Bulon Cab Hexagonal 5/16"" x 5"" (18H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,2,0,0
39,WBUCH0000039,"Bulon Cab Hexagonal 5/16"" x 5 1/2"" (18H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,2,0,0
40,WBUCH0000040,"Bulon Cab Hexagonal 5/16"" x 6"" (18H - UNC) - G5 - Pasivado Dorado",32,D0,P01,B,2,0,0
41,WBUCH0000041,"Bulon Cab Hexagonal 3/8"" x 1/2"" (16H - UNC) - G5 - Pasivado Dorado",1200,D0,P01,C,2,0,0
42,WBUCH0000042,"Bulon Cab Hexagonal 3/8"" x 5/8"" (16H - UNC) - G5 - Pasivado Dorado",1000,D0,P01,C,2,0,0
43,WBUCH0000043,"Bulon Cab Hexagonal 3/8"" x 3/4"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,2,0,0
44,WBUCH0000044,"Bulon Cab Hexagonal 3/8"" x 7/8"" (16H - UNC) - G5 - Pasivado Dorado",250,D0,P01,B,3,0,0
45,WBUCH0000045,"Bulon Cab Hexagonal 3/8"" x 1"" (16H - UNC) - G5 - Pasivado Dorado",500,D0,P01,C,2,0,0
46,WBUCH0000046,"Bulon Cab Hexagonal 3/8"" x 1 1/4"" (16H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,2,0,0
47,WBUCH0000047,"Bulon Cab Hexagonal 3/8"" x 1 1/2"" (16H - UNC) - G5 - Pasivado Dorado",300,D0,P01,C,2,0,0
48,WBUCH0000048,"Bulon Cab Hexagonal 3/8"" x 1 3/4"" (16H - UNC) - G5 - Pasivado Dorado",150,D0,P01,C,2,0,0
49,WBUCH0000049,"Bulon Cab Hexagonal 3/8"" x 2"" (16H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,2,0,0
50,WBUCH0000050,"Bulon Cab Hexagonal 3/8"" x 2 1/4"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,3,0,0
51,WBUCH0000051,"Bulon Cab Hexagonal 3/8"" x 2 1/2"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,3,0,0
52,WBUCH0000052,"Bulon Cab Hexagonal 3/8"" x 2 3/4"" (16H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,3,0,0
53,WBUCH0000053,"Bulon Cab Hexagonal 3/8"" x 3"" (16H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,3,0,0
54,WBUCH0000054,"Bulon Cab Hexagonal 3/8"" x 3 1/4"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,3,0,0
55,WBUCH0000055,"Bulon Cab Hexagonal 3/8"" x 3 1/2"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,3,0,0
56,WBUCH0000056,"Bulon Cab Hexagonal 3/8"" x 4"" (16H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,3,0,0
57,WBUCH0000057,"Bulon Cab Hexagonal 3/8"" x 4 1/2"" (16H - UNC) - G5 - Pasivado Dorado",300,D0,P01,C,3,0,0
58,WBUCH0000058,"Bulon Cab Hexagonal 3/8"" x 5"" (16H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,3,0,0
59,WBUCH0000059,"Bulon Cab Hexagonal 3/8"" x 5 1/2"" (16H - UNC) - G5 - Pasivado Dorado",0,D0,P01,C,3,0,0
60,WBUCH0000060,"Bulon Cab Hexagonal 3/8"" x 6"" (16H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,3,0,0
61,WBUCH0000061,"Bulon Cab Hexagonal 3/8"" x 7"" (16H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,3,0,0
62,WBUCH0000062,"Bulon Cab Hexagonal 3/8"" x 8"" (16H - UNC) - G5 - Pasivado Dorado",14,D0,P01,B,3,0,0
63,WBUCH0000063,"Bulon Cab Hexagonal 3/8"" x 9"" (16H - UNC) - G5 - Pasivado Dorado",6,D0,P01,B,3,0,0
64,WBUCH0000064,"Bulon Cab Hexagonal 7/16"" x 3/4"" (14H - UNC) - G5 - Pasivado Dorado",250,D0,P01,B,3,0,0
65,WBUCH0000065,"Bulon Cab Hexagonal 7/16"" x 1"" (14H - UNC) - G5 - Pasivado Dorado",300,D0,P01,B,3,0,0
66,WBUCH0000066,"Bulon Cab Hexagonal 7/16"" x 1 1/4"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,3,0,0
67,WBUCH0000067,"Bulon Cab Hexagonal 7/16"" x 1 1/2"" (14H - UNC) - G5 - Pasivado Dorado",250,D0,P01,B,4,0,0
68,WBUCH0000068,"Bulon Cab Hexagonal 7/16"" x 1 3/4"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,4,0,0
69,WBUCH0000069,"Bulon Cab Hexagonal 7/16"" x 2"" (14H - UNC) - G5 - Pasivado Dorado",300,D0,P01,B,4,0,0
70,WBUCH0000070,"Bulon Cab Hexagonal 7/16"" x 2 1/4"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,4,0,0
71,WBUCH0000071,"Bulon Cab Hexagonal 7/16"" x 2 1/2"" (14H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,4,0,0
72,WBUCH0000072,"Bulon Cab Hexagonal 7/16"" x 2 3/4"" (14H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,4,0,0
73,WBUCH0000073,"Bulon Cab Hexagonal 7/16"" x 3"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,4,0,0
74,WBUCH0000074,"Bulon Cab Hexagonal 7/16"" x 3 1/4"" (14H - UNC) - G5 - Pasivado Dorado",12,D0,P01,B,4,0,0
75,WBUCH0000075,"Bulon Cab Hexagonal 7/16"" x 3 1/2"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,4,0,0
76,WBUCH0000076,"Bulon Cab Hexagonal 7/16"" x 4"" (14H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,4,0,0
77,WBUCH0000077,"Bulon Cab Hexagonal 7/16"" x 4 1/2"" (14H - UNC) - G5 - Pasivado Dorado",14,D0,P01,C,4,0,0
78,WBUCH0000078,"Bulon Cab Hexagonal 7/16"" x 5"" (14H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,4,0,0
79,WBUCH0000079,"Bulon Cab Hexagonal 7/16"" x 5 1/2"" (14H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,4,0,0
80,WBUCH0000080,"Bulon Cab Hexagonal 7/16"" x 6"" (14H - UNC) - G5 - Pasivado Dorado",30,D0,P01,C,4,0,0
81,WBUCH0000081,"Bulon Cab Hexagonal 7/16"" x 7"" (14H - UNC) - G5 - Pasivado Dorado",0,D0,P01,C,4,0,0
82,WBUCH0000082,"Bulon Cab Hexagonal 7/16"" x 8"" (14H - UNC) - G5 - Pasivado Dorado",0,D0,P01,D,4,0,0
83,WBUCH0000083,"Bulon Cab Hexagonal 7/16"" x 9"" (14H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,4,0,0
84,WBUCH0000084,"Bulon Cab Hexagonal 7/16"" x 10"" (14H - UNC) - G5 - Pasivado Dorado",10,D0,P01,C,4,0,0
85,WBUCH0000085,"Bulon Cab Hexagonal 1/2"" x 3/4"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,5,0,0
86,WBUCH0000086,"Bulon Cab Hexagonal 1/2"" x 7/8"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,5,0,0
87,WBUCH0000087,"Bulon Cab Hexagonal 1/2"" x 1"" (12H - UNC) - G5 - Pasivado Dorado",250,D0,P01,C,5,0,0
88,WBUCH0000088,"Bulon Cab Hexagonal 1/2"" x 1 1/4"" (12H - UNC) - G5 - Pasivado Dorado",250,D0,P01,C,5,0,0
89,WBUCH0000089,"Bulon Cab Hexagonal 1/2"" x 1 1/2"" (12H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,5,0,0
90,WBUCH0000090,"Bulon Cab Hexagonal 1/2"" x 1 3/4"" (12H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,5,0,0
91,WBUCH0000091,"Bulon Cab Hexagonal 1/2"" x 2"" (12H - UNC) - G5 - Pasivado Dorado",70,D0,P01,C,5,0,0
92,WBUCH0000092,"Bulon Cab Hexagonal 1/2"" x 2 1/4"" (12H - UNC) - G5 - Pasivado Dorado",170,D0,P01,C,5,0,0
93,WBUCH0000093,"Bulon Cab Hexagonal 1/2"" x 2 1/2"" (12H - UNC) - G5 - Pasivado Dorado",12,D0,P01,C,5,0,0
94,WBUCH0000094,"Bulon Cab Hexagonal 1/2"" x 2 3/4"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,5,0,0
95,WBUCH0000095,"Bulon Cab Hexagonal 1/2"" x 3"" (12H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,5,0,0
96,WBUCH0000096,"Bulon Cab Hexagonal 1/2"" x 3 1/4"" (12H - UNC) - G5 - Pasivado Dorado",70,D0,P01,B,5,0,0
97,WBUCH0000097,"Bulon Cab Hexagonal 1/2"" x 3 1/2"" (12H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,5,0,0
98,WBUCH0000098,"Bulon Cab Hexagonal 1/2"" x 4"" (12H - UNC) - G5 - Pasivado Dorado",5,D0,P01,B,5,0,0
99,WBUCH0000099,"Bulon Cab Hexagonal 1/2"" x 4 1/2"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,5,0,0
100,WBUCH0000100,"Bulon Cab Hexagonal 1/2"" x 5"" (12H - UNC) - G5 - Pasivado Dorado",30,D0,P01,B,5,0,0
101,WBUCH0000101,"Bulon Cab Hexagonal 1/2"" x 5 1/2"" (12H - UNC) - G5 - Pasivado Dorado",30,D0,P01,B,5,0,0
102,WBUCH0000102,"Bulon Cab Hexagonal 1/2"" x 6"" (12H - UNC) - G5 - Pasivado Dorado",2,D0,P01,B,5,0,0
103,WBUCH0000103,"Bulon Cab Hexagonal 1/2"" x 7"" (12H - UNC) - G5 - Pasivado Dorado",20,D0,P01,B,5,0,0
104,WBUCH0000104,"Bulon Cab Hexagonal 1/2"" x 8"" (12H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,5,0,0
105,WBUCH0000105,"Bulon Cab Hexagonal 1/2"" x 9"" (12H - UNC) - G5 - Pasivado Dorado",10,D0,P01,B,6,0,0
106,WBUCH0000106,"Bulon Cab Hexagonal 1/2"" x 10"" (12H - UNC) - G5 - Pasivado Dorado",10,D0,P01,B,6,0,0
107,WBUCH0000107,"Bulon Cab Hexagonal 1/2"" x 3/4"" (13H - UNC) - G5 - Pasivado Dorado",150,D0,P01,B,6,0,0
108,WBUCH0000108,"Bulon Cab Hexagonal 1/2"" x 7/8"" (13H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,6,0,0
109,WBUCH0000109,"Bulon Cab Hexagonal 1/2"" x 1"" (13H - UNC) - G5 - Pasivado Dorado",30,D0,P01,B,6,0,0
110,WBUCH0000110,"Bulon Cab Hexagonal 1/2"" x 1 1/4"" (13H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,6,0,0
111,WBUCH0000111,"Bulon Cab Hexagonal 1/2"" x 1 1/2"" (13H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,6,0,0
112,WBUCH0000112,"Bulon Cab Hexagonal 1/2"" x 1 3/4"" (13H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,6,0,0
113,WBUCH0000113,"Bulon Cab Hexagonal 1/2"" x 2"" (13H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,6,0,0
114,WBUCH0000114,"Bulon Cab Hexagonal 1/2"" x 2 1/4"" (13H - UNC) - G5 - Pasivado Dorado",120,D0,P01,B,6,0,0
115,WBUCH0000115,"Bulon Cab Hexagonal 1/2"" x 2 1/2"" (13H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,6,0,0
116,WBUCH0000116,"Bulon Cab Hexagonal 1/2"" x 2 3/4"" (13H - UNC) - G5 - Pasivado Dorado",0,D0,P01,C,6,0,0
117,WBUCH0000117,"Bulon Cab Hexagonal 1/2"" x 3"" (13H - UNC) - G5 - Pasivado Dorado",12,D0,P01,C,6,0,0
118,WBUCH0000118,"Bulon Cab Hexagonal 1/2"" x 3 1/4"" (13H - UNC) - G5 - Pasivado Dorado",6,D0,P01,C,6,0,0
119,WBUCH0000119,"Bulon Cab Hexagonal 1/2"" x 3 1/2"" (13H - UNC) - G5 - Pasivado Dorado",200,D0,P01,C,6,0,0
120,WBUCH0000120,"Bulon Cab Hexagonal 1/2"" x 4"" (13H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,6,0,0
121,WBUCH0000121,"Bulon Cab Hexagonal 1/2"" x 4 1/2"" (13H - UNC) - G5 - Pasivado Dorado",10,D0,P01,C,6,0,0
122,WBUCH0000122,"Bulon Cab Hexagonal 1/2"" x 5"" (13H - UNC) - G5 - Pasivado Dorado",0,D0,P01,C,6,0,0
123,WBUCH0000123,"Bulon Cab Hexagonal 1/2"" x 5 1/2"" (13H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,6,0,0
124,WBUCH0000124,"Bulon Cab Hexagonal 1/2"" x 6"" (13H - UNC) - G5 - Pasivado Dorado",6,D0,P01,C,6,0,0
125,WBUCH0000125,"Bulon Cab Hexagonal 1/2"" x 7"" (13H - UNC) - G5 - Pasivado Dorado",1,D0,P01,C,7,0,0
126,WBUCH0000126,"Bulon Cab Hexagonal 1/2"" x 8"" (13H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,7,0,0
127,WBUCH0000127,"Bulon Cab Hexagonal 1/2"" x 9"" (13H - UNC) - G5 - Pasivado Dorado",1,D0,P01,C,7,0,0
128,WBUCH0000128,"Bulon Cab Hexagonal 1/2"" x 10"" (13H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,7,0,0
129,WBUCH0000129,"Bulon Cab Hexagonal 1/2"" x 11"" (13H - UNC) - G5 - Pasivado Dorado",15,D0,P01,C,7,0,0
130,WBUCH0000130,"Bulon Cab Hexagonal 1/2"" x 12"" (13H - UNC) - G5 - Pasivado Dorado",10,D0,P01,C,7,0,0
131,WBUCH0000131,"Bulon Cab Hexagonal 9/16"" x 1"" (12H - UNC) - G5 - Pasivado Dorado",150,D0,P01,C,7,0,0
132,WBUCH0000132,"Bulon Cab Hexagonal 9/16"" x 1 1/4"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,7,0,0
133,WBUCH0000133,"Bulon Cab Hexagonal 9/16"" x 1 1/2"" (12H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,7,0,0
134,WBUCH0000134,"Bulon Cab Hexagonal 9/16"" x 1 3/4"" (12H - UNC) - G5 - Pasivado Dorado",150,D0,P01,C,7,0,0
135,WBUCH0000135,"Bulon Cab Hexagonal 9/16"" x 2"" (12H - UNC) - G5 - Pasivado Dorado",180,D0,P01,B,7,0,0
136,WBUCH0000136,"Bulon Cab Hexagonal 9/16"" x 2 1/4"" (12H - UNC) - G5 - Pasivado Dorado",60,D0,P01,B,7,0,0
137,WBUCH0000137,"Bulon Cab Hexagonal 9/16"" x 2 1/2"" (12H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,7,0,0
138,WBUCH0000138,"Bulon Cab Hexagonal 9/16"" x 2 3/4"" (12H - UNC) - G5 - Pasivado Dorado",15,D0,P01,B,7,0,0
139,WBUCH0000139,"Bulon Cab Hexagonal 9/16"" x 3"" (12H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,7,0,0
140,WBUCH0000140,"Bulon Cab Hexagonal 9/16"" x 3 1/4"" (12H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,7,0,0
141,WBUCH0000141,"Bulon Cab Hexagonal 9/16"" x 3 1/2"" (12H - UNC) - G5 - Pasivado Dorado",150,D0,P01,B,7,0,0
142,WBUCH0000142,"Bulon Cab Hexagonal 9/16"" x 4"" (12H - UNC) - G5 - Pasivado Dorado",15,D0,P01,B,7,0,0
143,WBUCH0000143,"Bulon Cab Hexagonal 9/16"" x 4 1/2"" (12H - UNC) - G5 - Pasivado Dorado",40,D0,P01,B,7,0,0
144,WBUCH0000144,"Bulon Cab Hexagonal 9/16"" x 5"" (12H - UNC) - G5 - Pasivado Dorado",30,D0,P01,B,7,0,0
145,WBUCH0000145,"Bulon Cab Hexagonal 9/16"" x 5 1/2"" (12H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,8,0,0
146,WBUCH0000146,"Bulon Cab Hexagonal 9/16"" x 6"" (12H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,8,0,0
147,WBUCH0000147,"Bulon Cab Hexagonal 9/16"" x 7"" (12H - UNC) - G5 - Pasivado Dorado",40,D0,P01,B,8,0,0
148,WBUCH0000148,"Bulon Cab Hexagonal 9/16"" x 8"" (12H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,8,0,0
149,WBUCH0000149,"Bulon Cab Hexagonal 9/16"" x 9"" (12H - UNC) - G5 - Pasivado Dorado",0,D0,P01,B,8,0,0
150,WBUCH0000150,"Bulon Cab Hexagonal 9/16"" x 10"" (12H - UNC) - G5 - Pasivado Dorado",1,D0,P01,B,8,0,0
151,WBUCH0000151,"Bulon Cab Hexagonal 5/8"" x 1"" (11H - UNC) - G5 - Pasivado Dorado",100,D0,P01,B,8,0,0
152,WBUCH0000152,"Bulon Cab Hexagonal 5/8"" x 1 1/4"" (11H - UNC) - G5 - Pasivado Dorado",200,D0,P01,B,8,0,0
153,WBUCH0000153,"Bulon Cab Hexagonal 5/8"" x 1 1/2"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,8,0,0
154,WBUCH0000154,"Bulon Cab Hexagonal 5/8"" x 1 3/4"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,8,0,0
155,WBUCH0000155,"Bulon Cab Hexagonal 5/8"" x 2"" (11H - UNC) - G5 - Pasivado Dorado",14,D0,P01,C,8,0,0
156,WBUCH0000156,"Bulon Cab Hexagonal 5/8"" x 2 1/4"" (11H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,8,0,0
157,WBUCH0000157,"Bulon Cab Hexagonal 5/8"" x 2 1/2"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,8,0,0
158,WBUCH0000158,"Bulon Cab Hexagonal 5/8"" x 2 3/4"" (11H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,8,0,0
159,WBUCH0000159,"Bulon Cab Hexagonal 5/8"" x 3"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,8,0,0
160,WBUCH0000160,"Bulon Cab Hexagonal 5/8"" x 3 1/4"" (11H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,8,0,0
161,WBUCH0000161,"Bulon Cab Hexagonal 5/8"" x 3 1/2"" (11H - UNC) - G5 - Pasivado Dorado",4,D0,P01,C,8,0,0
162,WBUCH0000162,"Bulon Cab Hexagonal 5/8"" x 4"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,8,0,0
163,WBUCH0000163,"Bulon Cab Hexagonal 5/8"" x 4 1/2"" (11H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,8,0,0
164,WBUCH0000164,"Bulon Cab Hexagonal 5/8"" x 5"" (11H - UNC) - G5 - Pasivado Dorado",12,D0,P01,C,8,0,0
165,WBUCH0000165,"Bulon Cab Hexagonal 5/8"" x 5 1/2"" (11H - UNC) - G5 - Pasivado Dorado",30,D0,P01,C,9,0,0
166,WBUCH0000166,"Bulon Cab Hexagonal 5/8"" x 6"" (11H - UNC) - G5 - Pasivado Dorado",100,D0,P01,C,9,0,0
167,WBUCH0000167,"Bulon Cab Hexagonal 5/8"" x 7"" (11H - UNC) - G5 - Pasivado Dorado",25,D0,P01,C,9,0,0
168,WBUCH0000168,"Bulon Cab Hexagonal 5/8"" x 8"" (11H - UNC) - G5 - Pasivado Dorado",8,D0,P01,C,9,0,0
169,WBUCH0000169,"Bulon Cab Hexagonal 5/8"" x 9"" (11H - UNC) - G5 - Pasivado Dorado",20,D0,P01,C,9,0,0
170,WBUCH0000170,"Bulon Cab Hexagonal 5/8"" x 10"" (11H - UNC) - G5 - Pasivado Dorado",15,D0,P01,C,9,0,0
171,WBUCH0000171,"Bulon Cab Hexagonal 3/4"" x 1"" (10H - UNC) - G5 - Pasivado Dorado",70,D0,P01,C,9,0,0
172,WBUCH0000172,"Bulon Cab Hexagonal 3/4"" x 1 1/4"" (10H - UNC) - G5 - Pasivado Dorado",70,D0,P01,C,9,0,0
173,WBUCH0000173,"Bulon Cab Hexagonal 3/4"" x 1 1/2"" (10H - UNC) - G5 - Pasivado Dorado",60,D0,P01,C,9,0,0
174,WBUCH0000174,"Bulon Cab Hexagonal 3/4"" x 1 3/4"" (10H - UNC) - G5 - Pasivado Dorado",50,D0,P01,C,9,0,0
175,WBUCH0000175,"Bulon Cab Hexagonal 3/4"" x 2"" (10H - UNC) - G5 - Pasivado Dorado",60,D0,P01,B,9,0,0
176,WBUCH0000176,"Bulon Cab Hexagonal 3/4"" x 2 1/4"" (10H - UNC) - G5 - Pasivado Dorado",20,D0,P01,B,9,0,0
177,WBUCH0000177,"Bulon Cab Hexagonal 3/4"" x 2 1/2"" (10H - UNC) - G5 - Pasivado Dorado",15,D0,P01,B,9,0,0
178,WBUCH0000178,"Bulon Cab Hexagonal 3/4"" x 2 3/4"" (10H - UNC) - G5 - Pasivado Dorado",20,D0,P01,B,9,0,0
179,WBUCH0000179,"Bulon Cab Hexagonal 3/4"" x 3"" (10H - UNC) - G5 - Pasivado Dorado",25,D0,P01,B,9,0,0
180,WBUCH0000180,"Bulon Cab Hexagonal 3/4"" x 3 1/4"" (10H - UNC) - G5 - Pasivado Dorado",15,D0,P01,B,9,0,0
